LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
221,042660,한화오션,KOSPI,조선·기계·설비,132300,1961.91,405384.9,0.0,0.0,WAIT,WAIT,3,False,1,True,46.0,46.0,78.8,30.6,11.2,0.0,10.0,40.2,67.6,15.5,0.56,0.0,진입적정,0,132300.0,123000.0,137500.0,154800.0,,-1.24,0.72,131796,-7.32,특이사항 없음,0,6.91,65.1,3.34,STRUCT 강점,,,추세 관망,CAUTION,56.0,선박 및 보트 건조업,196191135750.0,46.0,16.61,0,0,-1.19,-2.0,5.17,4.17,-6.77,-4.68,-4.63,-33.44,-52.68,0.41,0.176,0,6.1,1,0,0.96,0.72,0,0,0,1,-1,135560.0,0.38,-0.1208,True,O,▲,135915,▲,X,X,-1.12,250,0,1,-1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.03,4.0,0.6,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,선박 및 보트 건조업,10.336153846153847,25.077384615384616,5.0,11.2,OK,36.19868206858212,36.19868206858212,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,46.0,46.0,46.0,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,0.559,0.88,0.559,0.0,0.0,0.0,v22_calibrated,,,,,,True,3.9,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
222,352820,하이브,KOSPI,미디어·콘텐츠,252500,439.13,108833.2,0.0,0.0,WAIT,WAIT,3,False,1,True,8.1,8.1,0.0,7.1,26.3,0.0,9.1,11.1,26.3,67.1,2.45,0.0,RR2.5 + 진입적정,0,252500.0,236000.0,293000.0,405500.0,,-1.27,0.57,322024,-16.59,특이사항 없음,0,-0.81,47.8,-1.38,,,,추세 관망,CAUTION,56.0,오디오물 출판 및 원판 녹음업,43913158500.0,34.4,12.58,0,0,1.61,1.0,-1.17,-12.78,-33.11,-26.28,-21.58,-59.78,-74.28,0.943,0.073,0,7.0,1,0,0.69,0.18,0,0,0,0,-1,277200.0,-21.59,0.1007,True,X,▼,249076,▼,O,X,1.21,250,0,-1,-1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.53,4.0,2.5,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,오디오물 출판 및 원판 녹음업,8.013333333333334,0.06333333333333376,14.0,26.3,OK,19.90304099113961,19.90304099113961,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,8.1,8.1,8.1,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,2.455,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,16.0,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
223,000100,유한양행,KOSPI,바이오·의약품,93200,148.95,74231.6,0.0,0.0,WAIT,WAIT,3,False,1,True,7.5,7.5,0.0,13.4,10.9,0.0,8.5,8.1,13.4,83.2,2.41,0.0,밸런스우수 + RR2.4 + 진입적정,0,93200.0,90300.0,100200.0,116100.0,,-2.94,0.86,102152,-19.72,특이사항 없음,0,2.48,47.5,-1.22,저점추세 양호,,,추세 관망,CAUTION,56.0,의약품 제조업,14894929750.0,28.5,8.25,0,1,-0.53,-2.0,-4.12,-6.33,-15.43,-21.08,-15.13,-42.1,-69.08,0.98,0.131,0,6.0,1,0,1.52,0.25,0,0,0,0,-1,97930.0,-8.76,-0.1047,True,X,▼,95248,▼,X,X,0.75,250,0,-1,-1,1,129200.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.11,4.0,2.4,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,VP_RESISTANCE,65,SWING_120D,45,0.0,의약품 제조업,2.1353846153846154,-11.670769230769231,16.0,10.9,OK,25.517472172964847,25.517472172964847,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,7.5,7.5,7.5,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,2.414,0.88,0.88,0.0,0.0,0.0,v22_calibrated,,,,,,True,7.5,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
224,087010,펩트론,KOSDAQ,기타,270000,220.43,62956.8,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,43.7,43.7,41.9,31.9,70.7,0.0,40.3,48.2,38.8,51.5,1.57,0.0,RR1.6 + 진입적정,0,270000.0,241000.0,315500.0,359000.0,,0.14,0.66,286284,-1.34,특이사항 없음,0,-2.55,47.5,0.52,AI 강점,,,조건 미충족,CAUTION,56.0,기초 의약물질 제조업,22043184750.0,44.3,14.66,0,0,-0.18,6.72,2.66,-12.34,-19.28,2.47,-21.14,-45.95,-45.53,0.625,0.324,0,9.8,0,0,1.74,0.32,0,0,0,1,-1,286350.0,-5.69,0.3643,False,O,▲,266196,▲,O,X,0.55,250,0,1,-1,1,392500.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,10.74,4.0,1.6,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,기초 의약물질 제조업,7.800172413793104,10.187672413793104,10.0,70.7,OK,46.73206167630867,46.73206167630867,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,43.7,43.7,43.7,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,1.569,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,16.9,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
225,221800,지구홀딩스,KOSDAQ,서비스 기타,18050,66.03,2930.0,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,38.6,38.6,30.0,37.8,57.3,0.0,37.6,41.7,27.3,65.9,2.2,0.0,RR2.2 + 진입적정,0,18050.0,15340.0,24000.0,32800.0,,1.64,0.63,17424,229.72,특이사항 없음,1,-8.82,47.8,-1.72,거래품질 우수,,5일 급등,조건 미충족,CAUTION,56.0,기타 과학기술 서비스업,6602574050.0,73.8,37.25,0,0,-7.39,15.71,7.19,-19.96,272.93,410.61,-28.76,246.26,362.61,0.188,0.038,1,12.0,0,0,6.1,0.33,0,0,0,0,1,15014.0,3.59,0.5645,False,O,▲,18559,▲,X,X,-0.21,248,0,1,1,1,40550.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.01,6.0,2.2,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,기타 과학기술 서비스업,6.783928571428572,4.263571428571428,12.0,57.3,OK,26.429828974557044,26.429828974557044,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,38.6,38.6,38.6,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,2.196,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,33.0,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
226,376900,로킷헬스케어,KOSDAQ,기타,81500,295.67,12827.1,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,34.0,34.0,7.0,42.2,71.7,0.0,32.7,40.3,64.7,19.1,9.27,0.0,RR9.3 + 진입적정,0,81500.0,73800.0,152900.0,181900.0,,-0.26,0.92,93412,28.94,특이사항 없음,0,-12.23,35.6,-17.92,AI 강점,,저점 이탈,조건 미충족,CAUTION,56.0,의료용품 및 기타 의약 관련제품 제조업,29566580350.0,35.6,62.09,0,0,-0.85,-10.34,-22.89,-44.9,24.43,110.05,-53.7,-2.24,62.05,0.191,0.039,1,12.0,0,0,1.51,0.07,0,0,0,0,-1,100960.0,-12.75,0.1088,False,X,▲,85674,▼,X,X,-7.42,238,0,1,1,1,217500.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,9.45,5.0,9.3,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,의료용품 및 기타 의약 관련제품 제조업,7.800172413793104,10.187672413793104,10.0,71.7,OK,34.9705875111721,34.9705875111721,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,34.0,34.0,34.0,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,9.273,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,87.6,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
227,003000,부광약품,KOSPI,바이오·의약품,6580,100.47,6492.1,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,32.5,32.5,11.4,25.6,88.6,0.0,29.9,41.9,77.2,3.5,4.77,0.0,RR4.8 + 진입적정,0,6580.0,6150.0,8630.0,9890.0,,-1.12,0.73,6923,11.56,특이사항 없음,1,-8.24,36.5,-13.77,AI 강점,,저점 이탈,조건 미충족,CAUTION,56.0,의약품 제조업,10046853030.0,48.1,26.04,0,0,-1.5,-10.96,-20.53,-14.66,62.87,78.32,-23.46,36.2,30.32,0.434,0.118,1,12.0,0,0,1.45,0.1,0,0,0,0,-1,8407.0,-4.96,-0.1672,True,O,▲,7142,▼,X,X,0.15,250,0,1,1,1,11540.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.53,5.0,4.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,의약품 제조업,2.1353846153846154,-11.670769230769231,16.0,88.6,OK,23.07771664555229,23.07771664555229,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,32.5,32.5,32.5,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,4.767,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,31.2,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
228,272210,한화시스템,KOSPI,IT/전기전자,118100,1045.01,223113.8,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,31.0,31.0,12.6,23.3,83.0,0.0,28.9,39.6,70.4,12.0,5.2,0.0,RR5.2 + 진입적정,0,118100.0,114100.0,138900.0,184000.0,,-3.43,0.79,129226,116.95,특이사항 없음,2,-6.96,20.1,-9.27,AI 강점,,저점 이탈,조건 미충족,CAUTION,56.0,전자부품 제조업,104500657950.0,38.7,14.04,0,0,-1.5,-11.93,-10.19,-8.31,27.26,98.82,-17.11,0.59,50.82,0.306,0.056,1,7.4,0,0,1.92,0.02,0,0,0,0,-1,132620.0,-8.61,-0.2888,True,O,▲,126421,▼,X,X,0.5,250,0,1,1,1,209500.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.39,4.0,5.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,전자부품 제조업,2.853258426966292,18.027078651685393,8.0,83.0,OK,20.92831585758781,20.92831585758781,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,31.0,31.0,31.0,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,5.2,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,17.6,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
229,003280,흥아해운,KOSPI,기타,2880,296.58,6924.2,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,29.5,29.5,25.3,10.6,75.5,0.0,26.2,37.1,64.9,18.9,15.32,0.0,RR15.3 + 진입적정,0,2880.0,2755.0,4795.0,5660.0,,-0.05,0.18,3256,2.92,특이사항 없음,0,-0.18,42.1,-13.61,AI 강점,,,조건 미충족,CAUTION,56.0,해상 운송업,29657626140.0,77.5,48.07,0,0,-4.79,-6.95,-11.93,-22.37,66.19,69.61,-31.17,39.52,21.61,0.619,0.056,1,12.0,0,0,3.89,0.02,0,0,0,0,1,2247.5,-11.55,0.0619,True,O,▲,3029,▼,X,X,0.17,250,0,1,1,1,6760.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.34,5.0,15.3,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,해상 운송업,7.800172413793104,10.187672413793104,10.0,75.5,OK,5.0,5.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,29.5,29.5,29.5,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,15.32,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,66.5,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
230,024060,흥구석유,KOSDAQ,기타,16940,186.45,2541.0,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,21.2,21.2,16.4,1.7,69.8,0.0,19.2,29.3,68.1,14.9,13.41,0.0,RR13.4 + 진입적정,0,16940.0,16350.0,24850.0,36200.0,,-1.29,0.2,22683,-18.79,특이사항 없음,0,-5.86,30.2,-10.78,AI 강점,,저점 이탈,조건 미충족,CAUTION,56.0,기타 전문 도매업,18644608725.0,46.8,35.91,0,0,-1.97,-4.35,-8.97,-8.03,19.89,38.17,-16.83,-6.78,-9.83,0.759,0.106,0,10.3,0,0,4.7,0.01,0,0,0,0,-1,19459.0,-25.32,0.1221,True,X,▲,16985,▼,X,X,1.27,250,0,1,1,1,42550.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.48,6.0,13.4,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,기타 전문 도매업,7.800172413793104,10.187672413793104,10.0,69.8,OK,15.0,15.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,21.2,21.2,21.2,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,13.407,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,46.7,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
231,003030,세아제강지주,KOSPI,금융,245500,192.37,10167.8,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,68.2,68.2,50.8,92.5,54.2,0.0,18.9,65.8,41.7,47.9,0.39,0.0,진입적정,0,245500.0,208500.0,260000.0,303000.0,,1.11,1.46,192290,74.64,특이사항 없음,0,-1.96,53.6,7.24,TIMING 강점,,,조건 미충족,CAUTION,56.0,기타 금융업,19237337500.0,55.1,23.52,0,0,-1.8,14.72,10.84,11.59,80.12,74.73,2.79,53.45,26.73,0.033,0.033,1,12.0,0,0,1.38,0.76,0,0,0,1,1,195700.0,27.67,0.5423,False,O,▲,219831,▲,O,X,2.2,250,0,1,1,1,347000.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.07,5.0,0.4,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,기타 금융업,7.680487804878048,14.592926829268292,9.0,54.2,OK,70.0,70.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,68.2,68.2,68.2,26.67,26.67,FRESH,0.619,,False,0.466,False,MATURE,4239.0,0.392,0.88,0.392,0.0,0.0,,v22_calibrated,,,,,,True,5.9,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
232,082270,젬백스,KOSDAQ,조선·기계·설비,25000,73.92,11067.3,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,18.9,18.9,0.0,6.4,81.5,0.0,18.6,29.3,81.5,0.0,3.23,0.0,RR3.2 + 진입적정,0,25000.0,21250.0,37100.0,39100.0,,0.74,0.79,36073,-36.02,특이사항 없음,0,-11.4,30.8,-5.33,AI 강점,,저점 이탈,조건 미충족,CAUTION,56.0,특수 목적용 기계 제조업,7392430650.0,38.2,27.71,0,0,0.0,7.53,-5.84,-25.26,-39.83,-45.12,-34.06,-66.5,-93.12,0.929,0.134,0,12.0,0,0,0.92,0.19,0,0,0,0,-1,27960.0,-30.7,0.4743,False,X,▼,23924,▲,O,X,7.4,250,0,-1,-1,1,48850.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입+ENTRY:split,15.0,5.0,3.2,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입+ENTRY:split,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,0.0,특수 목적용 기계 제조업,10.336153846153847,25.077384615384616,5.0,81.5,OK,24.703175259900675,24.703175259900675,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,18.9,18.9,18.9,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,3.227,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,48.4,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
233,047810,한국항공우주,KOSPI,기타,166300,1212.58,162101.1,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,17.7,17.7,0.0,12.5,63.3,0.0,18.1,25.3,63.3,20.9,7.69,0.0,RR7.7 + 진입적정,0,166300.0,161200.0,205500.0,215500.0,,-2.57,1.05,179375,-0.58,특이사항 없음,0,-7.67,10.4,-10.0,AI 강점,,MFI 약세,조건 미충족,CAUTION,56.0,"항공기,우주선 및 부품 제조업",121257951100.0,17.2,20.4,0,0,-1.01,-10.5,-12.47,-11.5,-1.54,52.71,-20.3,-28.21,4.71,0.496,0.299,0,7.0,0,0,1.39,0.0,0,0,0,0,-1,185000.0,-7.29,-0.256,True,O,▲,172464,▼,X,X,0.12,250,0,1,1,1,234500.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.07,4.0,7.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,"항공기,우주선 및 부품 제조업",7.800172413793104,10.187672413793104,10.0,63.3,OK,29.232224536790874,29.232224536790874,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,17.7,17.7,17.7,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,7.686,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,23.6,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
234,175330,JB금융지주,KOSPI,금융,27100,102.18,51016.7,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,14.9,14.9,0.9,25.5,21.5,0.0,16.1,16.0,24.6,69.2,5.67,0.0,RR5.7 + 진입적정,0,27100.0,26200.0,32200.0,38500.0,,-4.13,0.91,31093,9.38,특이사항 없음,2,-5.58,25.0,-9.14,,,저점 이탈,조건 미충족,CAUTION,56.0,기타 금융업,10217589125.0,35.2,18.01,0,0,-0.73,-9.82,-11.87,-11.15,7.75,20.18,-19.95,-18.92,-27.82,0.542,0.085,1,7.1,0,1,1.1,0.01,0,0,0,0,-1,30140.0,-12.84,-0.3821,True,X,▲,28620,▼,X,X,0.73,250,0,1,1,1,42250.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.32,4.0,5.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,기타 금융업,7.680487804878048,14.592926829268292,9.0,21.5,OK,22.92946022254312,22.92946022254312,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,14.9,14.9,14.9,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,5.667,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,18.8,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
235,207940,삼성바이오로직스,KOSPI,바이오·의약품,1473000,1037.12,681865.7,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,10.8,10.8,0.0,22.4,9.0,0.0,11.6,10.5,22.4,72.0,4.07,0.0,RR4.1 + 진입적정,0,1473000.0,1427000.0,1660000.0,1766000.0,📦박스돌파,-3.74,1.37,1627886,-16.56,특이사항 없음,3,-3.79,32.3,-5.63,,,MFI 약세,조건 미충족,CAUTION,56.0,기초 의약물질 제조업,103711724000.0,16.4,10.15,0,0,-2.06,-5.64,-8.05,-6.3,-17.06,-18.03,-15.1,-43.73,-66.03,1.0,0.117,0,6.0,0,1,1.0,0.01,0,0,0,0,-1,1588900.0,-9.51,-0.1388,True,X,▼,1523063,▼,X,X,0.53,250,0,-1,-1,1,1987000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.12,4.0,4.1,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,VP_RESISTANCE,65,SWING_120D,45,0.0,기초 의약물질 제조업,2.1353846153846154,-11.670769230769231,16.0,9.0,OK,33.6574434057588,33.6574434057588,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260429,20260429,,10.8,10.8,10.8,26.67,26.67,FRESH,0.619,,False,0.3,True,MATURE,4239.0,4.065,0.88,0.88,0.0,0.0,,v22_calibrated,,,,,,True,12.7,,ELITE_SCORE,MATURE,4239,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
