시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,ret_60d_%,idx_60d_%,rel_60d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2,업종_상세,업종_대분류,RR1,Now%,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,AI_COMMENT,REGIME_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_지수수익률_%,60일_초과수익(α)_%
KOSDAQ,에이비엘바이오,298380,기초 의약물질 제조업,196300,1783.72,108210.7,60.2,66.5,6.69,-1583.559,-330.75024,0.55,-2.34,12.3,86.24,11.97,74.27,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI)",189500,176200,205500,222500,기초 의약물질 제조업,기타,1.2030075187969924,3.5883905013192616,67.9,62.2,🔺 Watch (상승 준비),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,86.24,11.97,74.27
KOSDAQ,포스코엠텍,009520,1차 철강 제조업,15920,59.81,6629.5,62.0,77.6,1.66,30.9437,-34.12936,0.93,-0.56,4.05,23.79,11.97,11.82,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",15920,14890,17470,19020,1차 철강 제조업,철강·금속,1.5048543689320388,0.0,67.4,69.4,↩️ PULL (눌림),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,2,20251211,20251211,22.92,11.97,23.79,11.97,11.82
KOSDAQ,HLB,028300,의료용품 및 기타 의약 관련제품 제조업,48300,279.66,63685.1,63.0,57.5,1.11,-19.6002,-72.05217,1.32,0.0,4.43,23.37,11.97,11.4,5,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",48300,45100,52100,56200,의료용품 및 기타 의약 관련제품 제조업,바이오·의약품,1.1875,0.0,67.3,74.8,↩️ PULL (눌림),② 상승 후 조정,✅ 20일선 부근의 안전한 눌림목 구간입니다.,2,20251211,20251211,22.92,11.97,23.37,11.97,11.4
KOSDAQ,쏠리드,050890,통신 및 방송 장비 제조업,7960,143.37,4836.2,64.6,68.6,5.25,43.6098,-9.95633,1.43,-3.52,9.34,18.63,11.97,6.66,6,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",7790,7240,8610,9430,통신 및 방송 장비 제조업,IT/전기전자,1.490909090909091,2.1822849807445444,67.3,71.7,🔺 Watch (상승 준비),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,18.63,11.97,6.66
KOSPI,영원무역,111770,상품 종합 도매업,89100,114.51,39481.5,52.0,55.0,1.79,-903.4608,-175.84798,1.08,-0.78,-5.21,47.76,22.92,24.84,4,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",89100,82900,96600,104700,상품 종합 도매업,기타,1.2096774193548387,0.0,67.2,76.5,↩️ PULL (눌림),② 상승 후 조정,✅ 20일선 부근의 안전한 눌림목 구간입니다.,2,20251211,20251211,22.92,11.97,47.76,22.92,24.84
KOSDAQ,티엘비,356860,전자부품 제조업,64100,128.75,6302.7,53.7,66.5,-3.53,-512.6312,-91.57599,0.43,-0.62,-4.47,66.71,11.97,54.74,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI)",64100,59600,69500,75300,전자부품 제조업,IT/전기전자,1.2,0.0,66.5,78.3,↩️ PULL (눌림),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ,2,20251211,20251211,22.92,11.97,66.71,11.97,54.74
KOSDAQ,미래나노텍,095500,플라스틱제품 제조업,11930,108.05,3699.5,46.7,40.9,-4.46,-115.5384,-29.45951,1.29,-2.69,-4.02,23.76,11.97,11.79,4,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑)",11930,11090,12930,14020,플라스틱제품 제조업,기타,1.1904761904761905,0.0,65.2,75.4,🔁 MR (반전),② 상승 후 조정,특이사항 없음. 기술적 지표를 참고하세요.,2,20251211,20251211,22.92,11.97,23.76,11.97,11.79
KOSDAQ,원익IPS,240810,특수 목적용 기계 제조업,61600,293.99,30235.7,70.9,66.1,0.06,-156.133,-4.34907,0.98,0.98,2.16,43.09,11.97,31.12,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",61600,57300,66800,72400,특수 목적용 기계 제조업,조선·기계·설비,1.2093023255813953,0.0,64.9,74.4,↩️ PULL (눌림),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,2,20251211,20251211,22.92,11.97,43.09,11.97,31.12
KOSDAQ,동운아나텍,094170,반도체 제조업,27200,130.64,5687.5,64.7,54.2,3.63,-203.7825,-270.33999,1.15,-14.2,-3.37,50.11,11.97,38.14,4,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",27050,25150,29300,31750,반도체 제조업,반도체,1.1842105263157894,0.5545286506469501,64.9,74.1,🔺 Watch (상승 준비),② 상승 후 조정,특이사항 없음. 기술적 지표를 참고하세요.,2,20251211,20251211,22.92,11.97,50.11,11.97,38.14
KOSDAQ,이오테크닉스,039030,특수 목적용 기계 제조업,271000,289.36,33386.0,69.5,67.6,0.81,-437.6185,-323.3316,1.1,-2.52,5.45,28.44,11.97,16.47,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",271000,252000,294000,318500,특수 목적용 기계 제조업,조선·기계·설비,1.2105263157894737,0.0,64.2,73.9,🔁 MR (반전),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,2,20251211,20251211,22.92,11.97,28.44,11.97,16.47
KOSPI,해성디에스,195870,전자부품 제조업,51800,75.43,8806.0,61.5,60.3,-0.85,-358.7213,-82.78199,0.58,-0.77,4.02,111.0,22.92,88.08,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",51800,48150,56200,60900,전자부품 제조업,IT/전기전자,1.2054794520547945,0.0,63.9,69.3,↩️ PULL (눌림),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,2,20251211,20251211,22.92,11.97,111.0,22.92,88.08
KOSPI,LS ELECTRIC,010120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",497000,917.31,149100.0,66.1,67.3,5.09,-313.4132,-580.35211,0.9,2.16,6.42,57.28,22.92,34.36,3,,"정배열(단), 장기추세(120↑), 자금유입(MFI)",487000,453000,528000,572000,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,1.2058823529411764,2.0533880903490758,63.7,62.1,↩️ PULL (눌림),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,57.28,22.92,34.36
KOSPI,한솔케미칼,014680,기초 화학물질 제조업,230500,98.17,26127.6,65.0,65.2,-0.39,-940.0477,-475.69868,0.76,-0.86,-3.56,32.7,22.92,9.78,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",230500,214500,250000,271000,기초 화학물질 제조업,화학·소재,1.21875,0.0,63.3,65.7,↩️ PULL (눌림),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,2,20251211,20251211,22.92,11.97,32.7,22.92,9.78
KOSDAQ,케어젠,214370,기초 의약물질 제조업,73300,94.94,39373.1,45.0,60.7,-0.32,-809.3849,-44.22289,0.46,-0.54,3.39,35.24,11.97,23.27,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",73300,68200,79500,86100,기초 의약물질 제조업,기타,1.2156862745098038,0.0,62.9,66.8,↩️ PULL (눌림),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,2,20251211,20251211,22.92,11.97,35.24,11.97,23.27
KOSDAQ,인투셀,287840,자연과학 및 공학 연구개발업,64600,253.29,9688.4,53.6,68.3,4.64,-454.8148,-64.60626,0.45,-9.01,6.43,84.57,11.97,72.6,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",63600,59100,68900,74700,자연과학 및 공학 연구개발업,기타,1.1777777777777778,1.5723270440251573,62.8,71.2,🔺 Watch (상승 준비),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ,2,20251211,20251211,22.92,11.97,84.57,11.97,72.6
KOSPI,LG화학우,051915,기타,192900,63.9,14831.7,58.6,53.8,-0.27,-713.7102,-222.71362,0.87,-0.36,-2.72,38.88,22.92,15.96,4,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",192900,179400,209000,226500,기타,기타,1.1925925925925926,0.0,62.8,65.6,↩️ PULL (눌림),② 상승 후 조정,✅ 20일선 부근의 안전한 눌림목 구간입니다.,2,20251211,20251211,22.92,11.97,38.88,22.92,15.96
KOSDAQ,인카금융서비스,211050,보험 및 연금관련 서비스업,15030,132.07,7722.4,65.0,50.7,3.85,7.2928,-61.50537,4.3,-0.46,-0.53,17.51,11.97,5.54,6,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",14910,13860,16470,18040,보험 및 연금관련 서비스업,금융,1.4857142857142858,0.8048289738430584,62.7,75.9,🔺 Watch (상승 준비),② 상승 후 조정,특이사항 없음. 기술적 지표를 참고하세요.,2,20251211,20251211,22.92,11.97,17.51,11.97,5.54
KOSPI,코오롱모빌리티그룹,450140,자동차 판매업,8480,155.08,5323.5,49.4,72.2,-19.89,-200.6069,-213.3369,0.4,-24.35,-27.58,86.17,22.92,63.25,3,,"RSI적정, 장기추세(120↑), 자금유입(MFI)",8480,7890,9190,9960,자동차 판매업,자동차·모빌리티,1.2033898305084745,0.0,62.3,76.1,🔁 MR (반전),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,2,20251211,20251211,22.92,11.97,86.17,22.92,63.25
KOSDAQ,제닉스로보틱스,381620,특수 목적용 기계 제조업,15010,70.07,1969.0,58.0,73.8,-1.76,-36.1803,-31.25198,0.33,-7.91,-3.22,47.88,11.97,35.91,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI)",15010,13960,16270,17640,특수 목적용 기계 제조업,조선·기계·설비,1.2,0.0,61.9,67.0,🔁 MR (반전),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,2,20251211,20251211,22.92,11.97,47.88,11.97,35.91
KOSDAQ,보로노이,310210,자연과학 및 공학 연구개발업,215500,383.69,39637.2,39.6,36.4,-6.99,-4445.9068,-539.79055,1.27,-7.11,-6.51,41.87,11.97,29.9,3,,"거래량↑, 정배열(단), 장기추세(120↑)",215500,200500,233500,253000,자연과학 및 공학 연구개발업,기타,1.2,0.0,61.8,71.3,🔁 MR (반전),② 상승 후 조정,📉 과매도 구간으로 기술적 반등이 기대됩니다.,2,20251211,20251211,22.92,11.97,41.87,11.97,29.9
KOSDAQ,리노공업,058470,전자부품 제조업,64500,330.03,49156.6,74.4,80.1,3.56,-119.0836,-104.91749,0.75,-0.92,-0.46,29.78,11.97,17.81,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",64200,59700,69500,75400,전자부품 제조업,IT/전기전자,1.1777777777777778,0.46728971962616817,60.8,70.4,🔺 Watch (상승 준비),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,2,20251211,20251211,22.92,11.97,29.78,11.97,17.81
KOSDAQ,파두,440110,반도체 제조업,24000,90.39,11868.4,57.3,52.5,-3.29,-273.0923,-51.69957,0.57,-6.25,-16.23,40.76,11.97,28.79,3,,"RSI적정, 정배열(단), 장기추세(120↑)",24000,22300,26000,28200,반도체 제조업,반도체,1.1764705882352942,0.0,60.3,63.6,🔁 MR (반전),② 상승 후 조정,특이사항 없음. 기술적 지표를 참고하세요.,2,20251211,20251211,22.92,11.97,40.76,11.97,28.79
KOSPI,삼성전자우,005935,전기전자,81400,1542.51,664203.4,83.2,91.7,5.76,468.3743,-0.87338,0.81,3.04,5.71,37.27,22.92,14.35,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",79300,75400,84000,89100,전기전자,기타,1.205128205128205,2.648171500630517,58.2,56.1,🔺 Watch (상승 준비),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,37.27,22.92,14.35
KOSPI,코스모신소재,005070,기타 화학제품 제조업,52000,137.77,16905.6,66.7,62.1,3.87,474.0463,-147.68738,0.7,2.77,8.67,30.0,22.92,7.08,5,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",51600,47950,55900,60600,기타 화학제품 제조업,화학·소재,1.178082191780822,0.7751937984496124,58.1,69.2,🔺 Watch (상승 준비),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ,2,20251211,20251211,22.92,11.97,30.0,22.92,7.08
KOSPI,디아이,003160,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",20800,104.71,5886.4,38.7,41.2,-8.05,-196.9221,-46.82831,0.52,-5.45,-0.95,46.27,22.92,23.35,2,,"정배열(단), 장기추세(120↑)",20800,19340,22550,24450,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기타,1.1986301369863013,0.0,57.6,70.9,🔁 MR (반전),② 상승 후 조정,📉 과매도 구간으로 기술적 반등이 기대됩니다.,2,20251211,20251211,22.92,11.97,46.27,22.92,23.35
KOSPI,현대차,005380,자동차용 엔진 및 자동차 제조업,295500,4379.24,605059.2,69.1,69.6,7.46,3312.212,-1040.38672,1.55,4.23,13.0,32.51,22.92,9.59,5,★,"거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",283000,263500,307000,333000,자동차용 엔진 및 자동차 제조업,자동차·모빌리티,1.2307692307692308,4.41696113074205,57.6,52.5,🔺 Watch (상승 준비),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,32.51,22.92,9.59
KOSDAQ,하나머티리얼즈,166090,반도체 제조업,43550,55.49,8613.2,69.3,69.4,0.45,-142.7111,-84.84321,0.53,0.35,-0.11,43.02,11.97,31.05,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",43550,40500,47200,51200,반도체 제조업,반도체,1.1967213114754098,0.0,57.5,64.0,↩️ PULL (눌림),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,2,20251211,20251211,22.92,11.97,43.02,11.97,31.05
KOSDAQ,로보로보,215100,기타 전기장비 제조업,8090,69.88,1646.2,67.6,78.2,3.38,47.1407,-3.68946,1.18,-1.7,5.61,45.5,11.97,33.53,4,★,"20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig",8060,7500,8740,9470,기타 전기장비 제조업,IT/전기전자,1.2142857142857142,0.37220843672456577,56.2,63.1,🔺 Watch (상승 준비),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,2,20251211,20251211,22.92,11.97,45.5,11.97,33.53
KOSDAQ,와이바이오로직스,338840,자연과학 및 공학 연구개발업,25950,83.06,3879.3,60.7,67.2,5.62,-31.5748,-45.213,0.54,-7.82,13.57,101.48,11.97,89.51,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI)",25300,23550,27450,29750,자연과학 및 공학 연구개발업,기타,1.2285714285714286,2.5691699604743086,55.0,57.7,🔺 Watch (상승 준비),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,101.48,11.97,89.51
KOSPI,두산우,000155,기타,520000,88.34,20781.6,42.3,24.1,-4.48,-5732.7811,-308.33866,0.6,-2.07,-2.62,42.66,22.92,19.74,2,,"정배열(단), 장기추세(120↑)",520000,483500,564000,611000,기타,기타,1.2054794520547945,0.0,54.9,60.9,🔁 MR (반전),② 상승 후 조정,특이사항 없음. 기술적 지표를 참고하세요.,2,20251211,20251211,22.92,11.97,42.66,22.92,19.74
KOSDAQ,엔젤로보틱스,455900,특수 목적용 기계 제조업,31250,58.88,4744.7,57.2,55.7,5.03,115.7626,-62.30462,0.61,-3.25,7.02,42.69,11.97,30.72,4,★,"RSI적정, 정배열(단), 장기추세(120↑), MACD>Sig",30650,28500,33200,36000,특수 목적용 기계 제조업,조선·기계·설비,1.186046511627907,1.957585644371941,54.7,57.3,🔺 Watch (상승 준비),② 상승 후 조정,⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,42.69,11.97,30.72
KOSPI,롯데에너지머티리얼즈,020150,전자부품 제조업,36750,85.95,19244.3,34.6,52.4,-6.14,-991.2004,-63.16295,0.32,-9.15,-6.13,54.41,22.92,31.49,2,,"정배열(단), 장기추세(120↑)",36750,34200,39850,43200,전자부품 제조업,IT/전기전자,1.2156862745098038,0.0,54.0,61.6,🔁 MR (반전),② 상승 후 조정,📉 과매도 구간으로 기술적 반등이 기대됩니다.,2,20251211,20251211,22.92,11.97,54.41,22.92,31.49
KOSPI,삼성물산,028260,기타 전문 도매업,252000,948.59,428340.9,72.2,68.7,8.84,1784.3745,-76.09043,0.99,4.78,8.86,35.12,22.92,12.2,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",238500,222000,258500,280000,기타 전문 도매업,기타,1.2121212121212122,5.660377358490567,51.9,45.8,🔺 Watch (상승 준비),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,35.12,22.92,12.2
KOSDAQ,프로텍,053610,특수 목적용 기계 제조업,34600,76.2,3806.0,65.6,44.0,0.49,-17.1262,-18.18666,3.25,-0.14,6.46,19.52,11.97,7.55,4,★,"20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",34600,32200,37500,40650,특수 목적용 기계 제조업,조선·기계·설비,1.2083333333333333,0.0,51.3,63.2,↩️ PULL (눌림),② 상승 후 조정,✅ 20일선 부근의 안전한 눌림목 구간입니다.,2,20251211,20251211,22.92,11.97,19.52,11.97,7.55
KOSDAQ,로킷헬스케어,376900,의료용품 및 기타 의약 관련제품 제조업,73600,233.05,11526.9,58.2,79.9,7.89,-1291.3246,-199.92426,0.17,-9.02,0.27,341.78,11.97,329.81,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI)",70300,65300,76200,82600,의료용품 및 기타 의약 관련제품 제조업,기타,1.18,4.694167852062589,50.8,55.4,🔺 Watch (상승 준비),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,341.78,11.97,329.81
KOSDAQ,에이비온,203400,자연과학 및 공학 연구개발업,3150,122.7,1576.8,64.2,63.0,7.49,-0.4358,-26.33927,1.37,-22.22,17.76,27.48,11.97,15.51,5,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI)",3020,2805,3270,3545,자연과학 및 공학 연구개발업,기타,1.1627906976744187,4.304635761589404,50.5,55.5,🔺 Watch (상승 준비),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,27.48,11.97,15.51
KOSDAQ,한중엔시에스,107640,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",49750,58.77,4509.8,66.4,75.7,5.04,331.7799,-102.16006,0.72,3.86,11.55,35.01,11.97,23.04,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",48800,45350,52900,57300,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,1.1884057971014492,1.9467213114754098,50.5,54.8,🔺 Watch (상승 준비),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,35.01,11.97,23.04
KOSDAQ,케이엔알시스템,199430,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",25350,70.67,2762.4,62.7,61.7,7.32,212.453,-52.25328,0.39,-1.36,11.43,84.9,11.97,72.93,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",24350,22650,26350,28600,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기타,1.1764705882352942,4.1067761806981515,47.7,48.9,🔺 Watch (상승 준비),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,84.9,11.97,72.93
KOSDAQ,와이씨,232140,특수 목적용 기계 제조업,14280,77.4,11716.1,73.2,65.5,5.43,178.2897,-55.67923,1.13,1.28,15.63,21.02,11.97,9.05,3,,"장기추세(120↑), 자금유입(MFI), MACD>Sig",13950,12970,15120,16390,특수 목적용 기계 제조업,조선·기계·설비,1.1938775510204083,2.3655913978494625,47.1,49.6,↩️ PULL (눌림),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,21.02,11.97,9.05
KOSDAQ,LS마린솔루션,060370,전기 및 통신 공사업,29400,265.22,15358.2,74.2,66.4,7.08,257.3384,-73.39082,2.32,2.98,9.29,21.24,11.97,9.27,5,★,"거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",28300,26300,30650,33250,전기 및 통신 공사업,기타,1.175,3.8869257950530036,46.1,53.9,🔺 Watch (상승 준비),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,21.24,11.97,9.27
KOSDAQ,넥스틴,348210,특수 목적용 기계 제조업,71100,109.34,7449.2,71.9,61.3,7.43,220.305,-67.61052,1.19,-6.45,8.38,48.12,11.97,36.15,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",68200,63400,73900,80100,특수 목적용 기계 제조업,조선·기계·설비,1.1875,4.252199413489736,46.0,53.9,🔺 Watch (상승 준비),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,2,20251211,20251211,22.92,11.97,48.12,11.97,36.15
