LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR
361,348370,엔켐,KOSDAQ,화학·소재,47850,285.34,10484.4,0.0,0.0,WAIT,WAIT,3,False,0,True,56.5,56.5,53.2,60.9,54.4,0.0,16.8,56.2,7.7,90.4,0.7,10.3,밸런스우수,0,43400.0,36850.0,55500.0,105000.0,,1.21,1.12,55297,10.95,특이사항 없음,0,9.87,71.6,15.77,TIMING 강점,,RSI 과열,추세 관망,CAUTION,66.5,기초 화학물질 제조업,28533684825.0,67.9,55.22,0,0,-5.43,14.61,29.5,19.77,-37.12,-45.38,9.78,-67.4,-99.89,0.737,0.139,1,12.0,1,0,0.8,0.65,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,15.09,5.0,1.8,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,41910.0,-13.47,0.0065,False,X,▼,50410,▲,X,X,0,0,0,-7.91,250,0,-1,-1,1,0.0,기초 화학물질 제조업,10.261224489795918,15.06795918367347,8.0,54.4,OK,50.26601171320044,50.26601171320044,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,56.5,56.5,56.5,30.28,30.28,FRESH,0.627,,False,0.372,True,MATURE,4068.0,1.847,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,16.0,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
362,052710,아모텍,KOSDAQ,IT/전기전자,24550,138.14,3588.0,0.0,0.0,WAIT,WAIT,3,False,0,True,63.4,63.4,80.5,42.9,70.2,0.0,16.6,64.5,37.6,53.0,0.78,14.2,,0,21500.0,18270.0,29450.0,30100.0,,-0.67,0.63,15815,71.94,특이사항 없음,0,80.83,71.7,19.89,STRUCT 강점,AI 보조,RSI 과열,추세 관망,CAUTION,66.5,전자부품 제조업,13814038775.0,74.1,93.51,0,0,4.03,1.03,13.66,92.55,132.26,142.11,82.56,101.98,87.6,0.033,0.033,1,12.0,1,0,1.17,0.72,35150.0,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,v1_sl_first_gap_at_open,15.02,6.0,2.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,19556.0,55.23,-0.7463,False,O,▲,27309,▼,X,X,0,0,0,2.33,250,0,1,1,1,0.0,전자부품 제조업,4.268910891089109,25.11871287128713,5.0,70.2,OK,21.77180698430456,21.77180698430456,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,63.4,63.4,63.4,30.28,30.28,FRESH,0.627,,False,0.427,True,MATURE,4068.0,2.461,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,20.0,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
363,015750,성우하이텍,KOSDAQ,자동차·모빌리티,9320,124.18,7456.0,0.0,0.0,WAIT,WAIT,3,False,0,True,74.5,74.5,100.0,77.4,17.8,0.0,16.6,65.1,82.2,0.0,0.18,1.5,진입적정,0,9180.0,8400.0,9490.0,11990.0,🚀급등시동,-0.24,1.88,9320,20.02,특이사항 없음,0,5.6,68.4,6.47,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,66.5,자동차 신품 부품 제조업,12418013205.0,67.4,14.78,0,0,4.13,5.43,9.65,8.12,21.2,40.15,-1.87,-9.08,-14.36,0.124,0.124,1,7.6,1,1,1.72,0.87,13410.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,8.5,5.0,0.4,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,8247.0,-0.01,-0.0056,False,O,▲,9198,▲,O,X,0,0,0,1.23,250,0,1,1,1,0.0,자동차 신품 부품 제조업,5.217777777777778,3.132222222222222,13.0,17.8,OK,62.447523342619256,62.447523342619256,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,74.5,74.5,74.5,30.28,30.28,FRESH,0.627,,False,0.516,False,MATURE,4068.0,0.397,0.878,0.397,0.0,0.0,0.0,v22_calibrated,,,,,,True,1.8,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
364,036010,아비코전자,KOSDAQ,IT/전기전자,11320,66.41,1504.8,0.0,0.0,WAIT,WAIT,3,False,0,True,73.1,73.1,93.0,83.2,13.2,0.0,16.5,63.1,79.8,0.2,0.31,10.2,,0,10270.0,8910.0,12060.0,12460.0,,0.5,2.15,9361,23.84,특이사항 없음,0,18.99,74.3,15.78,STRUCT 강점,TIMING 보조,RSI 과열,추세 관망,CAUTION,66.5,전자부품 제조업,6641338920.0,88.2,38.7,0,0,1.8,8.85,23.31,33.49,44.02,37.71,23.5,13.74,-16.8,0.03,0.03,1,11.0,0,0,1.72,0.82,13470.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,13.24,6.0,1.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,9593.0,20.92,0.01,False,O,▲,11028,▲,O,X,0,0,0,1.35,250,0,1,1,1,0.0,전자부품 제조업,4.268910891089109,25.11871287128713,5.0,13.2,OK,58.0,58.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,73.1,73.1,73.1,30.28,30.28,FRESH,0.627,,False,0.505,False,MATURE,4068.0,1.316,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,6.5,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
365,321550,티움바이오,KOSDAQ,기타,12000,150.62,3596.0,0.0,0.0,WAIT,WAIT,3,False,0,True,61.3,61.3,47.1,87.7,36.7,0.0,16.4,57.2,51.0,36.2,0.47,10.1,,0,10900.0,9260.0,13300.0,14140.0,,1.73,2.28,9446,99.47,특이사항 없음,0,-5.5,59.8,15.58,TIMING 강점,,5일 급등,추세 관망,CAUTION,66.5,자연과학 및 공학 연구개발업,15062114500.0,50.7,37.7,0,0,13.21,21.21,24.22,-2.99,118.18,91.39,-12.98,87.9,36.88,0.024,0.024,1,12.0,0,0,1.95,0.7,15690.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.05,6.0,1.5,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,split,50.0,1,1,8809.0,27.04,0.667,False,O,▲,9889,▲,O,X,0,0,0,2.74,250,0,1,1,1,0.0,자연과학 및 공학 연구개발업,8.452571428571428,12.478571428571428,11.0,36.7,OK,65.36736673885227,65.36736673885227,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,61.3,61.3,61.3,30.28,30.28,FRESH,0.627,,False,0.41,True,MATURE,4068.0,1.463,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,10.8,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
366,361390,제노코,KOSDAQ,IT/전기전자,31800,84.24,3086.6,0.0,0.0,WAIT,WAIT,3,False,0,True,72.6,72.6,95.8,79.7,11.9,0.0,16.2,62.5,83.9,0.0,0.12,1.6,진입적정,0,31300.0,27400.0,32350.0,37300.0,,0.88,1.15,29157,4.49,특이사항 없음,0,11.58,73.3,8.25,STRUCT 강점,TIMING 보조,RSI 과열,추세 관망,CAUTION,66.5,통신 및 방송 장비 제조업,8423798400.0,62.7,19.68,0,0,4.95,4.78,9.66,3.25,22.78,86.84,-6.74,-7.5,32.33,0.0,0.0,1,10.8,0,0,1.45,0.91,41050.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,12.46,6.0,0.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,34650.0,9.06,-0.0081,False,O,▲,31044,▲,O,X,0,0,0,0.33,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,4.268910891089109,25.11871287128713,5.0,11.9,OK,54.64426519879516,54.64426519879516,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,72.6,72.6,72.6,30.28,30.28,FRESH,0.627,,False,0.501,False,MATURE,4068.0,0.269,0.878,0.269,0.0,0.0,0.0,v22_calibrated,,,,,,True,1.7,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
367,005850,에스엘,KOSPI,자동차·모빌리티,64100,164.28,29773.5,0.0,0.0,WAIT,WAIT,3,False,0,True,71.2,71.2,99.2,66.1,25.3,0.0,16.1,63.5,73.9,7.6,0.42,1.6,진입적정,0,63100.0,56800.0,67200.0,77400.0,🚀급등시동,-0.04,1.45,61523,45.59,특이사항 없음,0,5.92,69.3,9.03,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,66.5,자동차 신품 부품 제조업,16428124300.0,68.5,22.94,0,0,5.43,5.08,15.91,12.26,13.05,80.82,2.27,-17.23,26.31,0.082,0.082,1,9.7,1,0,1.77,0.78,84900.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,9.98,5.0,0.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,56050.0,4.19,-0.1143,False,O,▲,63669,▲,O,X,0,0,0,1.32,250,0,1,1,1,0.0,자동차 신품 부품 제조업,5.217777777777778,3.132222222222222,13.0,25.3,OK,50.75709902538804,50.75709902538804,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,71.2,71.2,71.2,30.28,30.28,FRESH,0.627,,False,0.49,False,MATURE,4068.0,0.651,0.878,0.651,0.0,0.0,0.0,v22_calibrated,,,,,,True,4.8,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
368,204620,글로벌텍스프리,KOSDAQ,서비스 기타,5460,153.47,3837.5,0.0,0.0,WAIT,WAIT,3,False,0,True,68.4,68.4,94.3,63.0,27.5,0.0,15.9,61.6,66.8,16.5,0.25,1.5,진입적정,0,5380.0,4890.0,5600.0,6210.0,📦박스돌파,1.21,2.96,4939,5.05,특이사항 없음,3,8.74,71.2,7.7,STRUCT 강점,TIMING 보조,RSI 과열,추세 관망,CAUTION,66.5,금융 지원 서비스업,15346904615.0,68.9,15.7,0,0,4.8,6.64,3.61,11.43,23.11,-2.85,1.44,-7.17,-57.36,0.241,0.086,1,8.6,1,1,1.57,0.85,7230.0,SWING_20D,80,ATR_3.5x,45,SWING_120D,45,v1_sl_first_gap_at_open,9.11,6.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,4678.0,10.54,-0.0201,False,O,▲,5290,▲,O,X,0,0,0,0.77,250,0,1,-1,1,0.0,금융 지원 서비스업,7.698108108108108,8.209189189189189,12.0,27.5,OK,50.072694099412644,50.072694099412644,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,68.4,68.4,68.4,30.28,30.28,FRESH,0.627,,False,0.467,False,MATURE,4068.0,0.449,0.878,0.449,0.0,0.0,0.0,v22_calibrated,,,,,,True,2.6,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
369,093370,후성,KOSPI,화학·소재,13130,311.01,14082.6,0.0,0.0,WAIT,WAIT,3,False,0,True,64.7,64.7,90.4,35.7,71.2,0.0,15.8,65.8,54.7,31.6,0.69,13.9,,0,11530.0,9800.0,15420.0,17930.0,,-0.25,0.35,11042,19.15,특이사항 없음,0,51.68,67.7,19.52,STRUCT 강점,AI 보조,,추세 관망,CAUTION,66.5,기초 화학물질 제조업,31100935365.0,79.2,83.37,0,0,0.31,0.69,23.17,84.41,64.54,50.92,74.42,34.26,-3.59,0.128,0.128,1,12.0,1,0,1.92,0.73,21150.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.0,5.0,2.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,10618.0,18.91,-0.5083,False,O,▲,14236,▲,X,X,0,0,0,-0.84,250,0,1,1,1,0.0,기초 화학물질 제조업,10.261224489795918,15.06795918367347,8.0,71.2,OK,25.0,25.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,64.7,64.7,64.7,30.28,30.28,FRESH,0.627,,False,0.438,True,MATURE,4068.0,2.249,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,17.4,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
370,226950,올릭스,KOSDAQ,기타,196500,717.42,39890.6,0.0,0.0,WAIT,WAIT,3,False,0,True,59.6,59.6,49.1,84.8,30.3,0.0,15.7,54.7,54.5,31.9,0.24,3.7,,0,189400.0,161000.0,205000.0,235500.0,,1.74,1.28,169607,39.68,특이사항 없음,0,-3.34,70.1,14.63,TIMING 강점,,RSI 과열,추세 관망,CAUTION,66.5,자연과학 및 공학 연구개발업,71742416750.0,59.4,29.72,0,0,7.79,12.93,21.45,5.65,31.09,91.52,-4.34,0.81,37.01,0.015,0.015,1,12.0,0,0,1.6,0.85,244000.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,14.99,5.0,0.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,155610.0,15.86,0.3431,False,O,▲,176363,▲,O,X,-786,11987,11201,0.05,250,0,1,1,1,0.0,자연과학 및 공학 연구개발업,8.452571428571428,12.478571428571428,11.0,30.3,OK,62.5,62.5,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,59.6,59.6,59.6,30.28,30.28,FRESH,0.627,,False,0.397,True,MATURE,4068.0,0.549,0.878,0.549,0.0,0.0,0.0,v22_calibrated,,,,,,True,4.3,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
371,011790,SKC,KOSPI,화학·소재,124700,2425.25,47221.8,0.0,0.0,WAIT,WAIT,3,False,0,True,62.4,62.4,86.4,41.1,57.1,0.0,15.6,61.5,45.3,43.4,0.17,16.5,,0,107000.0,93800.0,129900.0,142800.0,,0.79,4.24,105461,18.06,특이사항 없음,0,11.76,74.2,22.34,STRUCT 강점,,RSI 과열,추세 관망,CAUTION,66.5,기타 화학제품 제조업,242525476000.0,75.5,47.53,0,0,7.41,14.51,29.9,38.2,16.48,14.27,28.21,-13.8,-40.24,0.053,0.053,1,11.4,1,0,1.46,0.88,159100.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,12.34,5.0,1.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,96550.0,18.24,-0.0479,False,O,▲,119082,▲,O,X,0,0,0,2.41,250,0,1,1,1,0.0,기타 화학제품 제조업,10.261224489795918,15.06795918367347,8.0,57.1,OK,27.15749801020647,27.15749801020647,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,62.4,62.4,62.4,30.28,30.28,FRESH,0.627,,False,0.419,True,MATURE,4068.0,1.735,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,4.2,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
372,466100,클로봇,KOSDAQ,IT/전기전자,54400,637.47,13595.7,0.0,0.0,WAIT,WAIT,3,False,0,True,63.4,63.4,85.9,55.2,34.9,0.0,15.5,58.7,51.0,36.2,0.38,9.6,,0,49650.0,42250.0,59000.0,79200.0,,1.54,2.95,61242,-16.74,특이사항 없음,0,8.48,74.9,15.02,STRUCT 강점,,RSI 과열,추세 관망,CAUTION,66.5,소프트웨어 개발 및 공급업,63746618275.0,80.4,32.0,0,0,12.63,12.05,26.51,11.13,-23.81,32.84,1.14,-54.09,-21.67,0.48,0.035,0,10.6,1,0,1.56,0.76,82300.0,SWING_20D,80,SWING_60D,60,SWING_120D,45,v1_sl_first_gap_at_open,14.9,5.0,1.3,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,split,50.0,1,-1,54485.0,-11.17,0.087,False,X,▼,49478,▲,O,X,11587,2285,13872,2.8,250,0,-1,1,1,0.0,소프트웨어 개발 및 공급업,4.268910891089109,25.11871287128713,5.0,34.9,OK,59.577739239792166,59.577739239792166,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,63.4,63.4,63.4,30.28,30.28,FRESH,0.627,,False,0.427,True,MATURE,4068.0,1.264,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,8.5,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
373,226590,엠디바이스,KOSDAQ,IT/전기전자,29400,177.99,3125.5,0.0,0.0,WAIT,WAIT,3,False,0,True,67.2,67.2,92.3,69.4,12.5,0.0,14.9,58.1,79.8,0.2,0.32,1.6,진입적정,0,28950.0,24600.0,30950.0,38000.0,,0.43,1.62,26246,94.58,특이사항 없음,0,16.4,70.7,10.77,STRUCT 강점,TIMING 보조,RSI 과열,추세 관망,CAUTION,66.5,전자부품 제조업,17799003425.0,55.0,33.47,0,0,6.91,3.34,12.64,17.84,82.84,56.38,7.85,52.56,1.87,0.132,0.06,1,12.0,1,0,1.71,0.82,44050.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,15.03,6.0,0.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,31330.0,12.02,-0.103,False,O,▲,28794,▼,O,X,0,0,0,2.18,250,0,1,1,1,0.0,전자부품 제조업,4.268910891089109,25.11871287128713,5.0,12.5,OK,56.37764232989044,56.37764232989044,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,67.2,67.2,67.2,30.28,30.28,FRESH,0.627,,False,0.458,False,MATURE,4068.0,0.46,0.878,0.46,0.0,0.0,0.0,v22_calibrated,,,,,,True,5.3,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
374,024840,KBI메탈,KOSDAQ,철강·금속,3080,500.89,1075.2,0.0,0.0,WAIT,WAIT,3,False,0,True,61.8,61.8,90.5,45.4,37.0,0.0,14.8,57.6,53.5,33.1,0.3,16.0,,0,2655.0,2255.0,3330.0,3565.0,,0.59,3.56,2522,21.7,특이사항 없음,0,26.2,74.7,21.75,STRUCT 강점,,RSI 과열,추세 관망,CAUTION,66.5,1차 비철금속 제조업,50089361016.0,90.0,41.4,0,0,13.44,16.67,23.69,47.37,74.6,63.31,37.38,44.32,8.8,0.0,0.0,1,12.0,1,0,1.87,0.81,3785.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.07,6.0,1.7,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,split,50.0,1,1,2236.5,22.12,0.0181,False,O,▲,2818,▲,O,X,0,0,0,3.13,250,0,1,1,1,0.0,1차 비철금속 제조업,10.794166666666667,24.017083333333332,4.0,37.0,OK,22.8907252751657,22.8907252751657,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,61.8,61.8,61.8,30.28,30.28,FRESH,0.627,,False,0.414,True,MATURE,4068.0,1.688,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,8.1,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
375,014680,한솔케미칼,KOSPI,화학·소재,303000,281.2,34451.7,0.0,0.0,WAIT,WAIT,3,False,0,True,65.0,65.0,89.4,66.7,12.8,0.0,14.6,56.3,76.6,4.2,0.13,1.5,진입적정,0,298500.0,265500.0,308000.0,414000.0,,-0.11,1.04,286984,7.05,특이사항 없음,0,6.04,74.0,9.39,STRUCT 강점,TIMING 보조,RSI 과열,추세 관망,CAUTION,66.5,기초 화학물질 제조업,28119555314.0,63.9,19.3,0,0,3.41,5.57,16.54,14.56,14.77,31.17,4.57,-15.51,-23.34,0.064,0.064,1,9.6,1,1,0.98,0.92,,SWING_20D,80,RR_LEGACY,35,,0,v1_sl_first_gap_at_open,11.06,5.0,0.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,303350.0,5.58,0.021,False,O,▲,294643,▲,O,X,0,0,0,3.75,250,0,1,1,1,0.0,기초 화학물질 제조업,10.261224489795918,15.06795918367347,8.0,12.8,OK,51.51604719174797,51.51604719174797,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,65.0,65.0,65.0,30.28,30.28,FRESH,0.627,,False,0.44,True,MATURE,4068.0,0.288,0.878,0.288,0.0,0.0,0.0,v22_calibrated,,,,,,True,1.7,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
376,039200,오스코텍,KOSDAQ,바이오·의약품,55400,228.89,21195.0,0.0,0.0,WAIT,WAIT,3,False,0,True,64.9,64.9,90.8,67.4,8.2,0.0,14.3,55.5,82.6,0.0,0.33,3.4,,0,53600.0,47550.0,58000.0,64000.0,🚀급등시동,-0.21,1.73,52990,2.16,특이사항 없음,0,5.09,66.3,6.45,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,66.5,의약품 제조업,22888883100.0,73.9,22.62,0,0,8.84,4.53,0.36,6.33,12.49,38.5,-3.66,-17.79,-16.01,0.229,0.229,1,10.7,1,0,1.27,0.76,66000.0,SWING_20D,80,ATR_3.5x,45,SWING_120D,45,v1_sl_first_gap_at_open,11.29,5.0,0.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,47735.0,4.55,-0.128,False,O,▼,53190,▼,O,X,0,0,0,1.57,250,0,-1,1,1,0.0,의약품 제조업,0.49769230769230777,-13.36076923076923,16.0,8.2,OK,53.61949261112814,53.61949261112814,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260427,20260427,,64.9,64.9,64.9,30.28,30.28,FRESH,0.627,,False,0.439,True,MATURE,4068.0,0.727,0.878,0.727,0.0,0.0,0.0,v22_calibrated,,,,,,True,4.7,,ELITE_SCORE,MATURE,4068,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
