LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
492,425040,티이엠씨,KOSDAQ,화학·소재,17100,2487.83,3647.3,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,52.0,52.0,41.9,52.3,71.8,0.0,15.0,55.3,29.9,62.6,0.4,21.4,,0,14090.0,11980.0,19170.0,22300.0,,0.71,4.95,12986,29.41,특이사항 없음,0,0.33,66.1,27.39,AI 강점,,5일 급등,과열 (RSI/수익률),CAUTION,49.2,기초 화학물질 제조업,248783378985.0,73.0,38.45,0,0,4.65,38.01,27.8,29.55,82.69,83.08,19.56,52.41,28.57,0.102,0.102,1,11.9,0,0,0.95,0.71,26250.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.98,6.0,2.4,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입+ENTRY:split,split,50.0,1,1,14541.5,31.68,0.7063,False,O,▲,13376,▲,O,X,0,0,0,9.55,250,0,1,1,1,0.0,기초 화학물질 제조업,8.020196078431372,19.193137254901963,9.0,71.8,OK,48.0,48.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,52.0,52.0,52.0,30.28,30.28,FRESH,0.62,,False,0.336,True,MATURE,4069.0,2.408,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,12.1,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
493,042500,링네트,KOSDAQ,IT/전기전자,6350,537.33,1415.5,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,58.5,58.5,77.4,32.8,71.9,0.0,14.9,60.7,44.6,44.2,0.5,26.5,,0,5020.0,4260.0,7400.0,8490.0,,0.49,3.72,5370,7.79,특이사항 없음,0,11.9,77.0,32.93,STRUCT 강점,AI 보조,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",53732536165.0,89.4,66.46,0,0,1.6,20.27,44.48,65.8,66.23,69.11,55.81,35.95,14.6,0.0,0.0,1,12.0,1,0,0.95,0.7,9870.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.14,6.0,3.1,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,hold,0.0,1,1,4818.5,18.24,0.1048,False,O,▲,5801,▲,O,X,0,0,0,14.08,250,0,1,1,1,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2.8081111111111112,29.43988888888889,7.0,71.9,OK,38.5,38.5,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,58.5,58.5,58.5,30.28,30.28,FRESH,0.62,,False,0.388,True,MATURE,4069.0,3.132,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,16.5,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
494,199820,제일일렉트릭,KOSDAQ,인프라·에너지,12800,250.8,2844.2,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,66.4,66.4,94.7,60.9,20.6,0.0,14.9,58.7,74.1,7.4,0.29,11.7,,0,11460.0,10010.0,13600.0,14070.0,,0.0,2.06,11311,8.91,특이사항 없음,0,11.32,80.5,17.31,STRUCT 강점,TIMING 보조,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",25080439830.0,94.2,31.45,0,0,1.27,16.47,20.41,26.23,24.88,15.0,16.24,-5.4,-39.51,0.085,0.085,1,11.7,1,0,2.77,0.8,15070.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,12.65,6.0,1.5,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,10455.0,13.16,0.2664,False,O,▲,12067,▲,O,X,0,0,0,5.46,250,0,1,1,1,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",10.44375,27.81125,5.0,20.6,OK,66.0,66.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,66.4,66.4,66.4,30.28,30.28,FRESH,0.62,,False,0.451,False,MATURE,4069.0,1.476,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,6.2,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
495,117730,티로보틱스,KOSDAQ,조선·기계·설비,22400,102.45,4969.2,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,67.2,67.2,93.5,67.9,13.3,0.0,14.9,58.2,80.2,0.0,0.29,12.3,,0,19950.0,17910.0,23700.0,26950.0,,-1.63,2.46,22280,10.82,특이사항 없음,0,10.0,80.5,17.9,STRUCT 강점,TIMING 보조,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,특수 목적용 기계 제조업,10245419625.0,81.2,27.2,0,0,5.41,14.99,19.4,33.17,-12.16,21.61,23.18,-42.44,-32.9,0.261,0.127,1,8.0,1,0,1.94,0.81,30900.0,SWING_20D,80,SWING_60D,60,SWING_120D,45,v1_sl_first_gap_at_open,10.23,6.0,1.8,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,20183.0,0.54,0.1772,False,O,▲,20693,▲,O,X,0,0,0,11.06,250,0,1,1,1,0.0,특수 목적용 기계 제조업,10.904931506849314,32.65931506849315,3.0,13.3,OK,75.0,75.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,67.2,67.2,67.2,30.28,30.28,FRESH,0.62,,False,0.458,False,MATURE,4069.0,1.838,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,5.8,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
496,357580,아모센스,KOSDAQ,IT/전기전자,21850,81.85,2560.3,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,63.2,63.2,93.1,31.3,67.0,0.0,14.9,63.8,61.8,22.8,0.17,16.2,,0,18800.0,15970.0,22850.0,29900.0,,1.62,0.54,17845,17.88,특이사항 없음,0,35.74,81.3,22.07,STRUCT 강점,AI 보조,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,전자부품 제조업,8185220950.0,79.5,54.73,0,0,3.31,23.94,24.64,26.45,74.24,180.13,16.46,43.96,125.62,0.096,0.096,1,12.0,1,0,1.97,0.9,35050.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,15.05,6.0,1.4,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,16117.0,22.44,0.5099,False,O,▲,20611,▲,O,X,0,0,0,4.02,250,0,1,1,1,0.0,전자부품 제조업,2.8081111111111112,29.43988888888889,7.0,67.0,OK,37.96960560129394,37.96960560129394,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,63.2,63.2,63.2,30.28,30.28,FRESH,0.62,,False,0.426,True,MATURE,4069.0,1.431,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,4.6,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
497,354320,알멕,KOSDAQ,철강·금속,94900,132.34,6065.4,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,60.5,60.5,86.8,36.6,55.6,0.0,14.8,59.7,50.2,37.3,0.22,17.5,,0,80800.0,68600.0,100800.0,107700.0,,1.04,0.6,63534,227.47,특이사항 없음,0,61.84,80.6,23.32,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,1차 비철금속 제조업,13234027950.0,79.6,79.76,0,0,-0.11,10.74,7.23,98.74,63.34,339.35,88.75,33.06,284.84,0.006,0.006,1,12.0,1,0,1.48,0.89,111700.0,SWING_20D,80,BB_UPPER,75,ATR_3.5x,45,v1_sl_first_gap_at_open,15.1,5.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,73045.0,49.37,-0.3223,False,O,▲,97020,▲,X,X,0,0,0,1.05,250,0,1,1,1,0.0,1차 비철금속 제조업,17.976129032258065,31.49741935483871,2.0,55.6,OK,29.59117962575253,29.59117962575253,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,60.5,60.5,60.5,30.28,30.28,FRESH,0.62,,False,0.404,True,MATURE,4069.0,1.639,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,6.2,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
498,336260,두산퓨얼셀,KOSPI,인프라·에너지,52600,649.82,34449.7,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,62.4,62.4,85.8,56.9,26.7,0.0,14.8,56.5,59.1,26.1,0.18,19.0,,0,44200.0,37800.0,55200.0,61800.0,,1.9,1.3,41238,46.05,특이사항 없음,0,21.57,81.7,24.94,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",64981888850.0,89.3,56.69,0,0,3.54,21.34,20.92,57.49,51.37,23.19,47.5,21.09,-31.32,0.0,0.0,1,12.0,1,0,1.41,0.88,70100.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.48,5.0,1.7,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,43360.0,27.55,0.1222,False,O,▲,50881,▲,O,X,0,0,0,2.56,250,0,1,1,1,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",10.44375,27.81125,5.0,26.7,OK,51.1688348847119,51.1688348847119,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,62.4,62.4,62.4,30.28,30.28,FRESH,0.62,,False,0.419,True,MATURE,4069.0,1.719,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,4.9,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
499,092870,엑시콘,KOSDAQ,조선·기계·설비,35600,315.81,4646.1,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,59.1,59.1,80.8,49.8,34.2,0.0,14.6,54.9,46.6,41.8,0.38,12.3,,0,31700.0,26950.0,38900.0,40900.0,,-0.04,2.8,29385,122.9,특이사항 없음,0,23.53,80.4,17.88,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,특수 목적용 기계 제조업,31580653650.0,92.9,49.97,0,0,1.71,8.04,16.53,39.61,55.12,121.95,29.62,24.84,67.44,0.016,0.016,1,12.0,1,0,0.97,0.77,43750.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,14.98,6.0,1.5,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,29160.0,21.15,-0.0551,False,O,▲,35996,▲,X,X,0,0,0,1.14,250,0,1,1,1,0.0,특수 목적용 기계 제조업,10.904931506849314,32.65931506849315,3.0,34.2,OK,41.7954484347343,41.7954484347343,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,59.1,59.1,59.1,30.28,30.28,FRESH,0.62,,False,0.393,True,MATURE,4069.0,1.516,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,9.3,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
500,090460,비에이치,KOSPI,IT/전기전자,35400,168.17,11933.9,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,62.5,62.5,93.6,30.4,64.3,0.0,14.6,62.8,63.2,21.0,0.15,22.9,,0,28800.0,24450.0,37000.0,39250.0,,0.29,0.49,24139,116.47,특이사항 없음,0,15.04,80.5,29.06,STRUCT 강점,AI 보조,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,전자부품 제조업,16817083100.0,86.4,86.09,0,0,-1.8,4.58,50.96,76.56,98.43,92.71,66.57,68.15,38.2,0.008,0.008,1,12.0,1,0,2.14,0.91,43000.0,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,v1_sl_first_gap_at_open,15.1,5.0,1.9,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,27165.0,46.65,-0.3106,False,O,▲,37056,▲,X,X,0,0,0,2.5,250,0,1,1,1,0.0,전자부품 제조업,2.8081111111111112,29.43988888888889,7.0,64.3,OK,31.249366978329345,31.249366978329345,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,62.5,62.5,62.5,30.28,30.28,FRESH,0.62,,False,0.42,True,MATURE,4069.0,1.885,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,4.5,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
501,066575,LG전자우,KOSPI,기타,62000,355.53,10655.3,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,61.5,61.5,92.5,42.9,36.8,0.0,14.5,57.4,55.7,30.4,0.15,10.9,,0,55900.0,51000.0,63600.0,68200.0,,1.7,4.37,56112,18.38,특이사항 없음,0,12.31,79.0,16.51,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,기타,35552932250.0,79.7,25.9,0,0,9.35,14.39,17.42,31.08,22.53,38.55,21.09,-7.75,-15.96,0.009,0.009,1,7.2,1,0,1.64,0.9,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,8.77,5.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,53330.0,10.49,0.0592,False,O,▲,57693,▲,O,X,0,0,0,3.88,250,0,1,1,1,0.0,기타,7.818846153846153,14.542115384615384,10.0,36.8,OK,42.5,42.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,61.5,61.5,61.5,30.28,30.28,FRESH,0.62,,False,0.412,True,MATURE,4069.0,1.571,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,2.6,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
502,005010,휴스틸,KOSPI,철강·금속,6740,2311.96,3787.1,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,52.3,52.3,51.6,63.9,30.5,0.0,14.3,48.7,33.4,58.2,0.28,17.0,,0,5760.0,4890.0,7260.0,8160.0,,2.95,6.3,5672,16.13,특이사항 없음,0,-3.03,71.1,22.93,TIMING 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,1차 철강 제조업,231195909015.0,84.7,30.25,0,0,17.22,32.42,27.89,28.63,62.21,64.39,18.64,31.93,9.88,0.0,0.0,1,12.0,0,0,2.46,0.77,9300.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.1,6.0,1.7,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,1,1,5321.0,18.82,0.5861,False,O,▲,5296,▲,O,X,0,0,0,0.52,250,0,1,1,1,0.0,1차 철강 제조업,17.976129032258065,31.49741935483871,2.0,30.5,OK,35.90380344082173,35.90380344082173,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,52.3,52.3,52.3,30.28,30.28,FRESH,0.62,,False,0.338,True,MATURE,4069.0,1.724,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,7.7,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
503,121600,나노신소재,KOSDAQ,화학·소재,86100,138.9,10550.4,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,59.5,59.5,90.5,36.7,42.9,0.0,14.1,56.7,53.8,32.8,0.51,10.1,,0,78200.0,68000.0,95300.0,107000.0,,-0.49,0.83,71850,20.25,특이사항 없음,0,11.11,75.9,15.66,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,기타 화학제품 제조업,13890248050.0,88.1,49.05,0,0,0.12,-0.35,25.88,40.69,19.92,30.65,30.7,-10.36,-23.86,0.057,0.057,1,12.0,1,0,1.63,0.72,121900.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,13.04,5.0,1.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,71230.0,19.83,-0.1893,False,O,▲,88910,▲,X,X,0,0,0,2.09,250,0,1,1,1,0.0,기타 화학제품 제조업,8.020196078431372,19.193137254901963,9.0,42.9,OK,41.388322063590195,41.388322063590195,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,59.5,59.5,59.5,30.28,30.28,FRESH,0.62,,False,0.396,True,MATURE,4069.0,1.676,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,10.7,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
504,499790,GS피앤엘,KOSPI,금융,55900,66.87,11085.4,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,58.5,58.5,88.5,37.3,41.0,0.0,14.0,55.6,51.2,36.0,0.18,13.0,,0,49450.0,43500.0,58100.0,67000.0,,1.37,0.87,52463,15.74,특이사항 없음,0,16.48,82.2,18.72,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,기타 금융업,6687360200.0,74.4,39.26,0,0,-0.89,16.46,17.19,32.46,26.19,45.76,22.47,-4.09,-8.75,0.164,0.164,1,11.2,1,0,1.52,0.88,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,12.03,5.0,1.5,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,1,1,45510.0,6.55,0.2218,False,O,▲,52830,▲,O,X,0,0,0,0.0,250,0,1,1,1,0.0,기타 금융업,8.51875,22.95075,8.0,41.0,OK,45.758140261558644,45.758140261558644,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,58.5,58.5,58.5,30.28,30.28,FRESH,0.62,,False,0.388,True,MATURE,4069.0,1.454,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,3.9,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
505,051915,LG화학우,KOSPI,기타,189000,102.29,14531.8,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,51.1,51.1,62.6,45.0,40.1,0.0,13.9,49.2,22.5,71.9,0.42,1.5,진입적정,0,186200.0,172700.0,195800.0,209000.0,,0.58,1.45,165248,22.48,특이사항 없음,0,11.74,76.7,11.02,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,기타,10228686050.0,66.9,29.93,0,0,3.34,2.44,14.68,28.92,6.06,-4.16,18.93,-24.22,-58.67,0.248,0.248,1,6.8,1,0,0.84,0.95,,BB_UPPER,75,ATR_3.5x,45,,0,v1_sl_first_gap_at_open,7.25,5.0,0.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,168500.0,14.37,-0.1324,False,O,▼,188765,▲,O,X,0,0,0,0.33,250,0,-1,-1,1,0.0,기타,7.818846153846153,14.542115384615384,10.0,40.1,OK,54.00705310504367,54.00705310504367,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,51.1,51.1,51.1,30.28,30.28,FRESH,0.62,,False,0.329,True,MATURE,4069.0,0.711,0.878,0.711,0.0,0.0,0.0,v22_calibrated,,,,,,True,3.6,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
506,241520,DSC인베스트먼트,KOSDAQ,기타,18190,2618.89,4838.5,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,59.4,59.4,92.0,34.6,44.0,0.0,13.9,56.9,57.4,28.2,0.28,18.7,,0,15330.0,13030.0,19620.0,20200.0,,2.27,8.03,13867,48.26,특이사항 없음,0,12.3,76.2,24.58,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,신탁업 및 집합투자업,261888991315.0,85.8,36.52,0,0,13.69,23.91,21.67,39.6,122.1,146.81,29.61,91.82,92.3,0.033,0.033,1,12.0,1,0,3.93,0.8,22950.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.0,6.0,1.9,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,split,50.0,1,1,13527.0,31.17,0.212,False,O,▲,16227,▲,O,X,0,0,0,1.0,250,0,1,1,1,0.0,신탁업 및 집합투자업,7.818846153846153,14.542115384615384,10.0,44.0,OK,35.8998353776733,35.8998353776733,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,59.4,59.4,59.4,30.28,30.28,FRESH,0.62,,False,0.395,True,MATURE,4069.0,1.865,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,7.9,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
507,107640,한중엔시에스,KOSDAQ,인프라·에너지,67200,229.22,6091.6,0.0,0.0,OVERHEAT,OVERHEAT,5,False,0,False,59.7,59.7,93.2,31.6,49.0,0.0,13.8,57.9,61.6,23.0,0.37,13.1,,0,59400.0,51500.0,73000.0,82200.0,,-1.12,0.91,56512,-0.02,특이사항 없음,0,19.24,77.3,18.8,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,49.2,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",22921908300.0,81.9,62.31,0,0,0.15,-7.31,24.44,42.68,30.23,45.77,32.69,-0.05,-8.74,0.147,0.147,0,12.0,1,0,2.18,0.8,93800.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,13.3,5.0,1.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,59560.0,18.91,-0.319,False,O,▲,70243,▲,X,X,0,0,0,1.94,250,0,1,1,1,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",10.44375,27.81125,5.0,49.0,OK,42.77174489989839,42.77174489989839,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,59.7,59.7,59.7,30.28,30.28,FRESH,0.62,,False,0.398,True,MATURE,4069.0,1.722,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,8.6,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
