시장,종목명,종목코드,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2
KOSPI,크래프톤,259960,253000,231.75,119906.5,31.7,22.3,-5.75,-469.3204,-113.96007,0.79,-6.3,-1.94,0,,과열X,253000,234500,281000,299500
KOSPI,풍산,103140,94500,188.49,26482.9,19.2,21.5,-11.32,-485.7304,-169.13477,0.78,-8.25,-4.55,0,,과열X,94500,84800,109100,118800
KOSPI,카카오페이,377300,49200,143.76,66488.7,37.0,40.3,-4.93,-182.8175,-72.4334,0.57,-5.38,-2.96,0,,과열X,49200,45700,54400,57900
KOSPI,SK오션플랜트,100090,18940,134.74,11833.4,26.5,19.0,-8.06,-58.1626,-4.71673,0.54,-6.24,-3.12,0,,과열X,18940,16860,22050,24150
KOSPI,CJ제일제당,097950,218000,117.83,32818.1,37.5,34.7,-4.21,-991.7864,-142.98507,0.91,-3.75,-3.33,0,,과열X,218000,208500,232000,241500
KOSPI,한화솔루션,009830,26700,110.63,45895.3,29.6,35.2,-8.34,-242.2086,-6.56852,0.21,-5.49,1.71,0,,과열X,26700,23600,31350,34500
KOSPI,현대제철,004020,29950,90.92,39967.0,35.0,36.4,-6.24,-122.5069,-37.87042,0.65,-6.84,-1.8,0,,과열X,29950,27600,33450,35800
KOSPI,대한항공,003490,21400,87.65,78799.2,37.9,32.4,-2.47,-28.318,-1.59217,0.33,-2.28,-1.38,0,,과열X,21400,20500,22700,23600
KOSDAQ,에스앤에스텍,101490,43650,76.13,9363.6,29.7,37.8,-18.69,-1427.1352,-95.9538,0.62,-12.61,-21.91,0,,과열X,43650,36950,53700,60400
KOSDAQ,브이티,018290,20000,64.68,6988.4,14.0,10.0,-14.85,-196.3773,-9.66248,0.89,-11.89,-14.35,0,,과열X,20000,17920,23100,25200
KOSPI,넷마블,251270,51900,62.99,44609.9,38.4,40.5,-4.53,-93.0041,-45.89383,0.63,-5.98,1.96,0,,과열X,51900,47400,58600,63100
KOSDAQ,덕산네오룩스,213420,35950,58.08,8926.8,28.7,52.7,-10.84,-274.4597,-76.13132,0.73,-12.64,-8.41,0,,과열X,35950,31150,43150,47950
