종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,NEWS_SCORE,NEWS_REASON,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,주봉20선_상회,주봉추세,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,ML_SCORE,TOTAL_SCORE,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%,오늘종가,전일추천매수가,전일→오늘_수익률%,검증기준일,비교대상추천일
220100,퓨쳐켐,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,31100,263.9,6973.7,31100,28900,35950,40750,79.5,85.4,89.0,0.0,,🔺 Watch (상승 준비),① 강한 상승 추세,-6.04,91.98,-8.22,65.15,74.43,0,0.95,0.93,1.0,1.0,0.54,0.19,0.77,54.3,46.8,0.14,29916,3.96,,-507.3015,0.0213,0.85,-0.49,25280,1,17.88,0,0,0,1,False,0.97,0.32,76.81,O,▲,9,★,"주봉20선↑, 주봉추세우상향, HMA돌파, RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), VWAP상회",2.0,80,248.8,29524,▼,O,X,1.2,9.588947368421053,7.0,2.2045454545454546,0.0,1,📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간. (매수 유효),88.3,82.1,59.6,47.7,71.3,🌤 중립,1.철강·금속(+16.9%) / 2.조선·기계·설비(+16.6%) / 3.자동차·모빌리티(+13.9%) / 4.반도체(+12.9%) / 5.IT/전기전자(+12.8%),1,21,20251229,20251229,24.65,11.66,76.81,65.15,30850,31100,-0.8038585209003246,20251230,20251229
039030,이오테크닉스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,267000,622.78,32893.2,267000,248000,312000,357000,79.0,85.7,87.7,0.0,,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,3.89,41.34,1.71,3.92,23.79,0,1.0,1.0,1.0,1.0,0.39,0.61,0.6,43.9,50.7,0.91,260899,2.34,,-103.0245,0.2298,2.27,0.32,278450,-1,19.19,0,0,0,1,False,7.66,-1.11,15.58,O,▲,9,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), VWAP상회",2.0,9,240.3,250628,▲,O,X,11.5825,20.025,2.0,2.3684210526315788,0.0,-1,📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간. (매수 유효),51.4,70.7,59.6,47.7,71.3,🌤 중립,1.철강·금속(+16.9%) / 2.조선·기계·설비(+16.6%) / 3.자동차·모빌리티(+13.9%) / 4.반도체(+12.9%) / 5.IT/전기전자(+12.8%),3,22,20251229,20251229,24.65,11.66,15.58,3.92,272000,267000,1.8726591760299671,20251230,20251229
215100,로보로보,KOSDAQ,기타 전기장비 제조업,기타 전기장비 제조업,IT/전기전자,8070,78.45,1642.1,8070,7500,9200,10330,78.6,76.3,77.8,0.0,,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,-0.49,55.19,-2.67,10.8,37.64,1,0.85,0.83,1.0,1.0,0.42,0.0,0.86,48.2,63.5,1.67,7879,2.42,장악형,6.2075,0.096,1.22,1.34,8518,-1,15.87,0,1,1,1,False,9.35,-4.38,22.46,O,▲,13,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, HMA돌파, RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회, 패턴(장악형)",1.8,309,249.4,7630,▲,O,X,6.928,16.793999999999997,5.0,1.9824561403508767,0.0,-1,🌪️ 에너지 응축 시작 (1일차). 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,42.0,67.6,59.6,47.7,71.3,🌤 중립,1.철강·금속(+16.9%) / 2.조선·기계·설비(+16.6%) / 3.자동차·모빌리티(+13.9%) / 4.반도체(+12.9%) / 5.IT/전기전자(+12.8%),5,23,20251229,20251229,24.65,11.66,22.46,10.8,7740,8070,-4.089219330855021,20251230,20251229
000650,천일고속,KOSPI,육상 여객 운송업,육상 여객 운송업,기타,354000,273.33,5059.4,354000,318500,577000,799000,78.3,79.5,89.5,0.0,,↩️ PULL (눌림),② 상승 후 조정,49.68,711.93,42.19,755.95,676.49,2,1.0,1.0,0.36,1.0,0.59,0.21,0.62,48.5,80.8,-5.14,356075,-0.58,,-16669.4545,-0.0184,0.32,0.52,179500,1,60.04,0,1,1,0,False,11.15,-14.08,780.6,O,▲,7,★,"주봉20선↑, 주봉추세우상향, HMA돌파, RSI적정, 정배열(단), 장기추세(120↑), 자금유입",2.5,5,177.0,353924,▼,O,X,5.166116504854369,16.431553398058252,6.0,6.28169014084507,0.0,1,🌪️ 에너지 응축 시작 (2일차). 📉 매도세 우위. 💰 외국인/기관 수급 집중. 📉 과매도 기술적 반등 기대.,69.8,75.8,59.6,47.7,71.3,🌤 중립,1.철강·금속(+16.9%) / 2.조선·기계·설비(+16.6%) / 3.자동차·모빌리티(+13.9%) / 4.반도체(+12.9%) / 5.IT/전기전자(+12.8%),2,24,20251229,20251229,24.65,11.66,780.6,755.95,352500,354000,-0.4237288135593209,20251230,20251229
038110,에코플라스틱,KOSDAQ,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,3100,130.37,1276.3,3100,2820,3605,4110,78.1,64.0,79.9,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,0.98,-21.72,-1.2,-14.79,-39.27,1,0.78,0.97,0.63,1.0,0.2,0.04,0.39,46.4,66.5,0.46,3134,-1.11,장악형,-2.4012,-0.0184,8.49,0.98,3247,-1,8.21,1,1,1,1,False,2.82,-1.9,-3.12,X,▼,5,★,"주봉역배열주의, HMA돌파, OBV매집, RSI적정, 20선근접, 거래량↑, 자금유입, 패턴(장악형)",2.5,714,221.3,3006,▼,O,O,9.920555555555556,16.470555555555556,3.0,1.8035714285714288,0.0,-1,🌪️ 에너지 응축 시작 (1일차). 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,57.9,72.0,59.6,47.7,71.3,🌤 중립,1.철강·금속(+16.9%) / 2.조선·기계·설비(+16.6%) / 3.자동차·모빌리티(+13.9%) / 4.반도체(+12.9%) / 5.IT/전기전자(+12.8%),5,25,20251229,20251229,24.65,11.66,-3.12,-14.79,3060,3100,-1.2903225806451646,20251230,20251229
455900,엔젤로보틱스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,32750,158.6,4983.9,32300,30000,36800,41350,78.0,72.4,75.1,0.0,,🔥 SQZ (폭발대기),① 강한 상승 추세,4.97,37.03,2.79,23.67,19.48,4,0.63,0.73,1.0,0.77,0.38,0.07,0.63,54.0,54.8,4.52,31595,3.65,,-73.763,0.0043,1.71,0.53,27570,1,12.15,0,1,1,1,False,7.03,-0.3,35.33,O,▲,11,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, HMA돌파, RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), VWAP상회",1.8,77,248.7,30705,▲,O,X,11.5825,20.025,2.0,1.4727272727272729,1.393188854489164,1,🌪️ 에너지 응축 시작 (4일차). 📉 매도세 우위. ,44.9,68.1,59.6,47.7,71.3,🌤 중립,1.철강·금속(+16.9%) / 2.조선·기계·설비(+16.6%) / 3.자동차·모빌리티(+13.9%) / 4.반도체(+12.9%) / 5.IT/전기전자(+12.8%),1,26,20251229,20251229,24.65,11.66,35.33,23.67,30650,32300,-5.108359133126939,20251230,20251229
005940,NH투자증권,KOSPI,금융 지원 서비스업,금융 지원 서비스업,서비스 기타,21350,150.26,76079.5,21350,20350,23300,25250,77.9,67.4,77.6,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,3.39,4.66,-4.1,-14.37,-30.78,12,0.84,0.54,0.55,1.0,0.32,0.06,0.8,53.7,44.1,1.33,21313,0.17,,21.6958,0.0337,0.92,0.41,19770,1,4.92,1,1,1,1,True,1.67,0.23,10.28,O,▲,11,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, HMA돌파, RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig, VWAP상회",1.8,117,249.8,21166,▲,O,X,2.6447368421052637,-3.1468421052631577,13.0,1.95,0.0,1,🌪️ 12일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,27.1,62.7,59.6,47.7,71.3,🌤 중립,1.철강·금속(+16.9%) / 2.조선·기계·설비(+16.6%) / 3.자동차·모빌리티(+13.9%) / 4.반도체(+12.9%) / 5.IT/전기전자(+12.8%),4,27,20251229,20251229,24.65,11.66,10.28,-14.37,21100,21350,-1.1709601873536313,20251230,20251229
277810,레인보우로보틱스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,475500,638.95,92246.3,475000,441500,542000,609000,77.7,87.9,84.3,0.0,,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,9.31,72.28,7.13,39.77,54.73,0,0.84,0.83,1.0,0.98,0.48,0.62,0.72,58.4,68.7,3.07,489930,-2.95,,-722.418,0.0368,0.45,0.82,418000,1,16.83,0,0,0,1,False,5.55,-0.73,51.43,O,▲,9,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",2.0,5,237.5,475474,▲,O,X,11.5825,20.025,2.0,1.9558823529411764,0.1052631578947368,1,💸 자금 유입 지속. 🚀 단기 모멘텀 가속.  (매수 유효),26.1,62.2,59.6,47.7,71.3,🌤 중립,1.철강·금속(+16.9%) / 2.조선·기계·설비(+16.6%) / 3.자동차·모빌리티(+13.9%) / 4.반도체(+12.9%) / 5.IT/전기전자(+12.8%),1,28,20251229,20251229,24.65,11.66,51.43,39.77,470500,475000,-0.9473684210526301,20251230,20251229
006910,보성파워텍,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",기타,5270,56.06,2589.1,5270,4900,6010,6750,77.7,72.6,74.4,0.0,,↩️ PULL (눌림),③ 박스 / 중립,0.57,61.16,-1.61,3.41,43.61,23,0.86,0.83,1.0,1.0,0.24,0.0,0.75,50.8,57.5,0.77,5325,-1.05,장악형,-4.9949,-0.0031,0.58,0.39,4875,1,13.59,0,1,1,1,False,2.93,-6.73,15.07,O,▲,9,★,"주봉20선↑, 주봉추세우상향, HMA돌파, OBV매집, RSI적정, 20선근접, 장기추세(120↑), 패턴(장악형)",1.8,474,249.8,5147,▼,O,O,5.166116504854369,16.431553398058252,6.0,2.0,0.0,1,🌪️ 23일 연속 응축 중! 폭발 임박. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,44.6,67.8,59.6,47.7,71.3,🌤 중립,1.철강·금속(+16.9%) / 2.조선·기계·설비(+16.6%) / 3.자동차·모빌리티(+13.9%) / 4.반도체(+12.9%) / 5.IT/전기전자(+12.8%),3,29,20251229,20251229,24.65,11.66,15.07,3.41,5210,5270,-1.1385199240986688,20251230,20251229
365330,에스와이스틸텍,KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",기타,3575,149.89,1793.6,3500,3175,4465,5430,77.4,71.2,74.7,0.0,,🔥 SQZ (폭발대기),③ 박스 / 중립,2.73,-10.4,0.55,1.47,-27.95,2,0.96,1.0,0.56,0.65,0.32,0.06,0.26,63.1,61.6,5.22,3485,2.57,,5.339,0.0175,3.53,0.1,3179,1,11.92,0,1,1,1,False,3.77,-0.42,13.13,X,▼,8,★,"주봉역배열주의, HMA추세↑, HMA돌파, OBV매집, RSI적정, MACD상승, 거래량↑, 정배열(단), 자금유입, MACD>Sig, VWAP상회",2.5,615,215.2,3386,▲,O,O,5.166116504854369,16.431553398058252,6.0,2.225,2.142857142857143,1,🌪️ 에너지 응축 시작 (2일차). 📉 매도세 우위. 💸 자금 유입 지속. 📈 상승 모멘텀 개선. ⚠️ 단기 급등 조정 주의.,68.8,74.8,59.6,47.7,71.3,🌤 중립,1.철강·금속(+16.9%) / 2.조선·기계·설비(+16.6%) / 3.자동차·모빌리티(+13.9%) / 4.반도체(+12.9%) / 5.IT/전기전자(+12.8%),3,30,20251229,20251229,24.65,11.66,13.13,1.47,3410,3500,-2.571428571428569,20251230,20251229
